id,imdb_id,popularity,budget,revenue,original_title,cast,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
17532,tt1231277,0.388026,4000000,4100000,S. Darko,Daveigh Chase|Elizabeth Berkley|Briana Evigan|James Lafferty|Ed Westwick,Chris Fisher,103,Thriller,63,3.8,2009,4065601.736,4167241.78
24804,tt1190536,0.378522,2900000,296557,Black Dynamite,Michael Jai White|Arsenio Hall|Tommy Davidson|Kevin Chapman|Richard Edson,Scott Sanders,90,Action,102,7.4,2009,2947561.259,301420.6635
28053,tt1174730,0.376543,6000000,6670712,City Island,Andy Garc?a|Julianna Margulies|Steven Strait|Dominik Garc?a-Lorido|Ezra Miller,Raymond De Felitta,104,Drama,51,6.3,2009,6098402.605,6780114.573
8915,tt1129445,0.370497,40000000,19258519,Amelia,Hilary Swank|Richard Gere|Aaron Abrams|Ewan McGregor|Christopher Eccleston,Mira Nair,111,Drama,41,5.3,2009,40656017.36,19574367.07
25137,tt1183251,0.363832,25000000,4388563,Beyond a Reasonable Doubt,Michael Douglas|Jesse Metcalfe|Amber Tamblyn|Joel David Moore|Orlando Jones,Peter Hyams,105,Drama,42,5.6,2009,25410010.85,4460537.338
14536,tt1095174,0.353203,8000000,29010817,New in Town,Ren?e Zellweger|Harry Connick Jr.|J.K. Simmons|Siobhan Fallon|Mike O'Brien,Jonas Elmer,97,Comedy,50,5.3,2009,8131203.473,29486606.99
12404,tt1175506,0.348842,25000000,2336172,Me and Orson Welles,Zac Efron|Claire Danes|Christian McKay|Imogen Poots|Zoe Kazan,Richard Linklater,114,Comedy,24,6.4,2009,25410010.85,2374486.235
25132,tt1100119,0.347707,40000000,28972508,Shorts,Jimmy Bennett|Kat Dennings|Jolie Vanier|William H. Macy|James Spader,Robert Rodriguez,89,Comedy,20,4.8,2009,40656017.36,29447669.71
26688,tt1232783,0.319532,12500000,27206120,Sorority Row,Rumer Willis|Briana Evigan|Jamie Chung|Leah Pipes|Teri Andrzejewski,Stewart Hendler,101,Horror,92,5.3,2009,12705005.43,27652312.18
22215,tt1179258,0.292324,23000000,9366227,Ch?ri,Michelle Pfeiffer|Kathy Bates|Rupert Friend|Felicity Jones|Iben Hjejle,Stephen Frears,86,Drama,29,5.8,2009,23377209.98,9519837.189
41479,tt1285309,0.290674,10000000,7022728,The Joneses,David Duchovny|Demi Moore|Amber Heard|Benjamin Hollingsworth|Lauren Hutton,Derrick Borte,96,Comedy,117,6,2009,10164004.34,7137903.788
17927,tt1083456,0.285353,20000000,18599102,Fired Up!,Nicholas D'Agosto|Eric Christian Olsen|Sarah Roemer|Molly Sims|Danneel Ackles,Will Gluck,90,Comedy,103,5.9,2009,20328008.68,18904135.35
22717,tt1084972,0.278387,75,134,Wanted,Salman Khan|Ayesha Takia|Mahesh Manjrekar|Prakash Raj|Vinod Khanna,Prabhu Deva,129,Action,18,4.9,2009,76.23003256,136.1976582
20178,tt1262981,0.278321,10000000,295750,World's Greatest Dad,Robin Williams|Alexie Gilmore|Daryl Sabara|Geoff Pierson|Henry Simmons,Bobcat Goldthwait,99,Comedy,67,6.3,2009,10164004.34,300600.4284
17680,tt1103982,0.272422,1700000,1007962,The Girlfriend Experience,Sasha Grey|Chris Santos|Peter Zizzo|Timothy J. Cox|Timothy Davis,Steven Soderbergh,77,Comedy,41,5.5,2009,1727880.738,1024493.014
25704,tt1142433,0.249295,15000000,6405245,Post Grad,Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Carol Burnett,Vicky Jenson,89,Comedy,63,5.1,2009,15246006.51,6510293.799
25183,tt1331064,0.118533,1000000,1296971,Paper Heart,Michael Cera|Charlyne Yi|Jake Johnson|Gill Summers|Martin Starr,Nicholas Jasenovec,88,Comedy,17,5.1,2009,1016400.434,1318241.887
25196,tt1263670,0.226009,7000000,39462438,Crazy Heart,Jeff Bridges|Maggie Gyllenhaal|Colin Farrell|Robert Duvall|Paul Herman,Scott Cooper,112,Drama,126,6.4,2009,7114803.039,40109639.11
38850,tt1139282,0.220819,2000000,7306,Stolen Lives,Jon Hamm|Josh Lucas|Rhona Mitra|James Van Der Beek|Jessica Chastain,Anders Anderson,97,Crime,12,6,2009,2032800.868,7425.821572
43937,tt0981042,0.182881,2500000,352810,Like Dandelion Dust,Mira Sorvino|Barry Pepper|Cole Hauser|Kate Levering,Jon Gunn,100,Drama,11,7,2009,2541001.085,358596.2372
30128,tt1220628,0.190162,7000000,1429299,I Hope They Serve Beer in Hell,Matt Czuchry|Jesse Bradford|Marika Dominczyk|Traci Lords|Geoff Stults,Bob Gosse,106,Comedy,11,5.6,2009,7114803.039,1452740.124
21033,tt1170391,0.159638,1500000,56000,Beautiful,Deborra-Lee Furness|Peta Wilson|Aaron Jeffery|Asher Keddie|Erik Thomson,Dean O'Flaherty,97,Drama,10,4.4,2009,1524600.651,56918.42431
24438,tt1314228,0.145905,58000000,85280250,Did You Hear About The Morgans?,Hugh Grant|Sarah Jessica Parker|Mary Steenburgen|Sam Elliott|Natalia Klimas,Marc Lawrence,103,Comedy,181,5,2009,58951225.18,86678883.12
1977,tt1053859,0.145081,5000000,38610009,The Grudge 3,Johanna Braddy|Gil McKinney|Emi Ikehata|Jadie-Rose Hobson|Beau Mirchoff,Toby Wilkins,90,Horror,74,5.4,2009,5082002.171,39243229.91
29150,tt1228953,0.114458,250000,232732,Big Fan,Patton Oswalt|Kevin Corrigan|Michael Rapaport|Marcia Jean Kurtz|Serafina Fiore,Robert D. Siegel,91,Comedy,16,5.7,2009,254100.1085,236548.9058
33870,tt1071812,0.166371,25000000,20719451,Mao's Last Dancer,Chi Cao|Chengwu Guo|Wen Bin Huang|Joan Chen|Bruce Greenwood,Bruce Beresford,117,Drama,16,6.7,2009,25410010.85,21059258.99
42151,tt1489167,0.092519,31192,10000,Down Terrace,Robert Hill|Robin Hill|Julia Deakin|David Schaal|Tony Way,Ben Wheatley,89,Drama,15,6.5,2009,31703.56234,10164.00434
27205,tt1375666,9.363643,160000000,825500000,Inception,Leonardo DiCaprio|Joseph Gordon-Levitt|Ellen Page|Tom Hardy|Ken Watanabe,Christopher Nolan,148,Action,9767,7.9,2010,160000000,825500000
10138,tt1228705,5.70486,200000000,623933331,Iron Man 2,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle|Scarlett Johansson|Mickey Rourke,Jon Favreau,124,Adventure,4920,6.6,2010,200000000,623933331
12155,tt1014759,5.57295,200000000,1025467110,Alice in Wonderland,Mia Wasikowska|Johnny Depp|Anne Hathaway|Helena Bonham Carter|Crispin Glover,Tim Burton,108,Family,2853,6.3,2010,200000000,1025467110
44214,tt0947798,5.29318,13000000,327803731,Black Swan,Natalie Portman|Mila Kunis|Vincent Cassel|Barbara Hershey|Winona Ryder,Darren Aronofsky,108,Drama,2597,7.1,2010,13000000,327803731
12444,tt0926084,4.840588,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe|Emma Watson|Rupert Grint|Ralph Fiennes|Helena Bonham Carter,David Yates,146,Adventure,3467,7.4,2010,250000000,954305868
20352,tt1323594,3.791881,69000000,543513985,Despicable Me,Steve Carell|Jason Segel|Russell Brand|Julie Andrews|Will Arnett,Pierre Coffin|Chris Renaud,95,Action,4851,7.1,2010,69000000,543513985
27578,tt1320253,3.74884,80000000,274470394,The Expendables,Sylvester Stallone|Jason Statham|Dolph Lundgren|Eric Roberts|Randy Couture,Sylvester Stallone,103,Action,2025,5.9,2010,80000000,274470394
10191,tt0892769,3.560424,165000000,494878759,How to Train Your Dragon,Jay Baruchel|Gerard Butler|Craig Ferguson|America Ferrera|Jonah Hill,Dean DeBlois|Chris Sanders,98,Fantasy,2949,7.4,2010,165000000,494878759
11324,tt1130884,3.176169,80000000,294804195,Shutter Island,Leonardo DiCaprio|Mark Ruffalo|Ben Kingsley|Emily Mortimer|Michelle Williams,Martin Scorsese,138,Drama,3554,7.6,2010,80000000,294804195
20526,tt1104001,2.911727,170000000,400062763,TRON: Legacy,Garrett Hedlund|Jeff Bridges|Olivia Wilde|Bruce Boxleitner|Yaya DaCosta,Joseph Kosinski,125,Adventure,2026,6.3,2010,170000000,400062763
38757,tt0398286,2.865684,260000000,591794936,Tangled,Zachary Levi|Mandy Moore|Donna Murphy|Ron Perlman|M.C. Gainey,Nathan Greno|Byron Howard,100,Animation,2019,7.3,2010,260000000,591794936
10193,tt0435761,2.711136,200000000,1063171911,Toy Story 3,Tom Hanks|Tim Allen|Ned Beatty|Joan Cusack|Michael Keaton,Lee Unkrich,103,Animation,2924,7.5,2010,200000000,1063171911
27576,tt0944835,2.586787,110000000,293329073,Salt,Angelina Jolie|Liev Schreiber|Corey Stoll|Chiwetel Ejiofor|Daniel Olbrychski,Phillip Noyce,100,Action,1433,6.2,2010,110000000,293329073
44115,tt1542344,2.440611,18000000,35692920,127 Hours,James Franco|Kate Mara|Amber Tamblyn|Cl?mence Po?sy|Lizzy Caplan,Danny Boyle,94,Adventure,1645,6.9,2010,18000000,35692920
37735,tt1282140,2.332359,8000000,74952305,Easy A,Emma Stone|Stanley Tucci|Amanda Bynes|Cam Gigandet|Lisa Kudrow,Will Gluck,92,Comedy,1303,6.6,2010,8000000,74952305
10140,tt0980970,2.245241,155000000,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,Skandar Keynes|Georgie Henley|Simon Pegg|Gary Sweet|Arthur Angel,Michael Apted,113,Adventure,905,6,2010,155000000,415686217
23483,tt1250777,2.225609,28000000,96188903,Kick-Ass,Aaron Taylor-Johnson|Chlo? Grace Moretz|Christopher Mintz-Plasse|Nicolas Cage|Mark Strong,Matthew Vaughn,117,Action,3085,7,2010,28000000,96188903
37710,tt1243957,2.162441,100000000,278346189,The Tourist,Johnny Depp|Angelina Jolie|Paul Bettany|Timothy Dalton|Steven Berkoff,Florian Henckel von Donnersmarck,103,Action,1084,6,2010,100000000,278346189
9543,tt0473075,2.128799,150000000,335154643,Prince of Persia: The Sands of Time,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina|Steve Toussaint,Mike Newell,116,Adventure,1545,6.1,2010,150000000,335154643
20662,tt0955308,2.11831,200000000,310669540,Robin Hood,Russell Crowe|Cate Blanchett|Mark Strong|Oscar Isaac|L?a Seydoux,Ridley Scott,140,Action,844,6.1,2010,200000000,310669540
44264,tt1403865,2.100704,38000000,252276927,True Grit,Jeff Bridges|Hailee Steinfeld|Matt Damon|Josh Brolin|Barry Pepper,Ethan Coen|Joel Coen,110,Drama,1084,7,2010,38000000,252276927
18823,tt0800320,2.087252,125000000,232713139,Clash of the Titans,Sam Worthington|Liam Neeson|Ralph Fiennes|Gemma Arterton|Jason Flemyng,Louis Leterrier,106,Adventure,1530,5.6,2010,125000000,232713139
27022,tt0963966,2.053855,150000000,215283742,The Sorcerer's Apprentice,Nicolas Cage|Jay Baruchel|Monica Bellucci|Alfred Molina|Teresa Palmer,Jon Turteltaub,109,Fantasy,871,5.8,2010,150000000,215283742
37799,tt1285016,1.923694,40000000,224920315,The Social Network,Jesse Eisenberg|Andrew Garfield|Justin Timberlake|Armie Hammer|Max Minghella,David Fincher,120,Drama,2022,7.1,2010,40000000,224920315
22538,tt0446029,1.906739,60000000,47664559,Scott Pilgrim vs. the World,Michael Cera|Mary Elizabeth Winstead|Kieran Culkin|Chris Evans|Anna Kendrick,Edgar Wright,112,Action,1258,7.2,2010,60000000,47664559
39451,tt0970866,1.903671,100000000,310650585,Little Fockers,Robert De Niro|Ben Stiller|Owen Wilson|Dustin Hoffman|Barbra Streisand,Paul Weitz,98,Comedy,717,5.4,2010,100000000,310650585
34851,tt1424381,1.888263,40000000,126248813,Predators,Topher Grace|Alice Braga|Laurence Fishburne|Adrien Brody|Danny Trejo,Nimr?d Antal,107,Action,722,5.8,2010,40000000,126248813
32657,tt0814255,1.878018,95000000,226497209,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman|Brandon T. Jackson|Alexandra Daddario|Jake Abel|Sean Bean,Chris Columbus,118,Adventure,1175,6,2010,95000000,226497209
44048,tt0477080,1.874641,100000000,167805466,Unstoppable,Denzel Washington|Chris Pine|Rosario Dawson|Ethan Suplee|Kevin Corrigan,Tony Scott,98,Action,733,6.2,2010,100000000,167805466
10192,tt0892791,1.820934,165000000,752600867,Shrek Forever After,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,Mike Mitchell,93,Comedy,1191,6,2010,165000000,752600867
22971,tt0989757,1.784073,25000000,114977104,Dear John,Amanda Seyfried|Channing Tatum|Henry Thomas|Richard Jenkins|Scott Porter,Lasse Hallstr?m,115,Drama,737,6.5,2010,25000000,114977104
34544,tt0429493,1.730679,110000000,177238796,The A-Team,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,Joe Carnahan,117,Thriller,1162,6.2,2010,110000000,177238796
39514,tt1245526,1.720825,58000000,71664962,RED,Bruce Willis|John Malkovich|Helen Mirren|Mary-Louise Parker|Karl Urban,Robert Schwentke,111,Action,2064,6.5,2010,58000000,71664962
23631,tt0985694,1.71986,20000000,31327899,Machete,Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Lindsay Lohan,Robert Rodriguez|Ethan Maniquis,105,Action,753,6.2,2010,20000000,31327899
38365,tt1375670,1.659355,80000000,271430189,Grown Ups,Adam Sandler|Salma Hayek|Maria Bello|Steve Buscemi|Maya Rudolph,Dennis Dugan,102,Comedy,1144,6.1,2010,80000000,271430189
20504,tt1037705,1.624483,80000000,157107755,The Book of Eli,Denzel Washington|Gary Oldman|Michael Gambon|Mila Kunis|Jennifer Beals,Albert Hughes|Allen Hughes,118,Action,1506,6.5,2010,80000000,157107755
35056,tt1279935,1.618371,55000000,152263880,Date Night,Steve Carell|Tina Fey|Mark Wahlberg|Taraji P. Henson|Jimmi Simpson,Shawn Levy,97,Comedy,781,5.9,2010,55000000,152263880
23168,tt0840361,1.614028,37000000,154026136,The Town,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,Ben Affleck,125,Crime,930,6.9,2010,37000000,154026136
24021,tt1325004,1.546212,68000000,698491347,The Twilight Saga: Eclipse,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,David Slade,124,Adventure,1331,5.9,2010,68000000,698491347
38055,tt1001526,1.540322,130000000,321885765,Megamind,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,Tom McGrath,95,Animation,1190,6.6,2010,130000000,321885765
10196,tt0938283,1.538276,150000000,318502923,The Last Airbender,Noah Ringer|Nicola Peltz|Jackson Rathbone|Dev Patel|Shaun Toub,M. Night Shyamalan,103,Action,732,4.7,2010,150000000,318502923
27581,tt1386588,1.419224,100000000,170432927,The Other Guys,Will Ferrell|Mark Wahlberg|Eva Mendes|Samuel L. Jackson|Dwayne Johnson,Adam McKay,107,Action,951,6.1,2010,100000000,170432927
49018,tt1591095,1.396973,1500000,97009150,Insidious,Patrick Wilson|Rose Byrne|Barbara Hershey|Leigh Whannell|Angus Sampson,James Wan,103,Horror,999,6.7,2010,1500000,97009150
41233,tt1193631,1.386743,30000000,159291809,Step Up 3D,Rick Malambri|Adam G. Sevani|Joe Slaughter|Sharni Vinson|Alyson Stoner,Jon M. Chu,107,Drama,365,6.5,2010,30000000,159291809
45269,tt1504320,1.385499,15000000,414211549,The King's Speech,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,Tom Hooper,118,Drama,1688,7.4,2010,15000000,414211549
43347,tt0758752,1.365279,30000000,102820008,Love & Other Drugs,Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Gabriel Macht,Edward Zwick,112,Drama,756,6.5,2010,30000000,102820008
49009,tt1023114,1.36053,30000000,20348249,The Way Back,Colin Farrell|Dejan Angelov|Drago? Bucur|Ed Harris|Jim Sturgess,Peter Weir,133,Drama,246,6.7,2010,30000000,20348249
31867,tt1053424,1.348633,32000000,18409891,Repo Men,Jude Law|Forest Whitaker|Alice Braga|Liev Schreiber|Carice van Houten,Miguel Sapochnik,111,Action,375,6.1,2010,32000000,18409891
23830,tt1294688,1.344701,7000000,7644937,Last Night,Keira Knightley|Sam Worthington|Eva Mendes|Guillaume Canet|Griffin Dunne,Massy Tadjedin,90,Drama,150,6.1,2010,7000000,7644937
37834,tt1013743,1.325302,117000000,261930431,Knight and Day,Tom Cruise|Cameron Diaz|Peter Sarsgaard|Viola Davis|Jordi Moll?,James Mangold,109,Action,1045,5.9,2010,117000000,261930431
38167,tt0879870,1.271623,60000000,204594016,Eat Pray Love,Julia Roberts|James Franco|Javier Bardem|Billy Crudup|Richard Jenkins,Ryan Murphy,133,Drama,407,5.7,2010,60000000,204594016
46705,tt1120985,1.271367,1000000,12355734,Blue Valentine,Ryan Gosling|Michelle Williams|Mike Vogel|John Doman|Faith Wladyka,Derek Cianfrance,112,Drama,530,6.9,2010,1000000,12355734
27573,tt1038919,1.255298,40000000,136000000,The Bounty Hunter,Gerard Butler|Jennifer Aniston|Gio Perez|Siobhan Fallon|Joel Garland,Andy Tennant,110,Action,553,5.5,2010,40000000,136000000
25195,tt1216492,1.2347,19000000,29922472,Leap Year,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,Anand Tucker,100,Romance,283,6.3,2010,19000000,29922472
22972,tt0947810,1.206958,100000000,94882889,Green Zone,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Jason Isaacs,Paul Greengrass,115,Action,445,6.3,2010,100000000,94882889
38745,tt1320261,1.203837,112000000,237382724,Gulliver's Travels,Emily Blunt|Jason Segel|Jack Black|Amanda Peet|Chris O'Dowd,Rob Letterman,85,Comedy,375,5,2010,112000000,237382724
34806,tt1212436,1.202845,35000000,77477008,The Back-Up Plan,Jennifer Lopez|Alex O'Loughlin|Danneel Ackles|Eric Christian Olsen|Anthony Anderson,Alan Poul,106,Comedy,290,5.7,2010,35000000,77477008
37950,tt1438254,1.166631,44000000,48190704,Charlie St. Cloud,Zac Efron|Amanda Crew|Kim Basinger|Chris Massoglia|Dave Franco,Burr Steers,99,Drama,324,6.8,2010,44000000,48190704
41210,tt0889573,1.147365,19000000,49830607,The Switch,Jason Bateman|Jennifer Aniston|Jeff Goldblum|Juliette Lewis|Todd Louiso,Josh Gordon|Will Speck,101,Comedy,388,5.8,2010,19000000,49830607
27586,tt1017451,1.14644,10000000,2995811,The Runaways,Dakota Fanning|Kristen Stewart|Michael Shannon|Riley Keough|Stella Maeve,Floria Sigismondi,106,Drama,133,6.3,2010,10000000,2995811
32856,tt0817230,1.145806,52000000,216485654,Valentine's Day,Jessica Alba|Jessica Biel|Bradley Cooper|Eric Dane|Patrick Dempsey,Garry Marshall,125,Comedy,675,5.6,2010,52000000,216485654
46261,tt1270761,1.138389,25000000,36993168,Don't Be Afraid of the Dark,Katie Holmes|Guy Pearce|Bailee Madison|Alan Dale|Jack Thompson,Troy Nixey,99,Fantasy,186,5.4,2010,25000000,36993168
41439,tt1477076,1.134397,20000000,136150434,Saw 3D,Tobin Bell|Costas Mandylor|Betsy Russell|Cary Elwes|Sean Patrick Flanery,Kevin Greutert,90,Horror,397,5.8,2010,20000000,136150434
38575,tt1155076,1.125831,40000000,357852395,The Karate Kid,Jaden Smith|Jackie Chan|Taraji P. Henson|Yu Rong-Guang|Tess Liu,Harald Zwart,140,Action,1019,6.1,2010,40000000,357852395
41733,tt1231583,1.119731,65000000,211780824,Due Date,Zach Galifianakis|Robert Downey Jr.|Michelle Monaghan|Jamie Foxx|Juliette Lewis,Todd Phillips,95,Comedy,1015,6.2,2010,65000000,211780824
44147,tt1235189,1.111487,8000000,3453043,Wild Target,Bill Nighy|Emily Blunt|Rupert Grint|Rupert Everett|Eileen Atkins,Jonathan Lynn,98,Action,101,6.1,2010,8000000,3453043
26389,tt1179034,1.107689,52000000,52615806,From Paris with Love,John Travolta|Jonathan Rhys Meyers|Kasia Smutniak|Richard Durden|Bing Yin,Pierre Morel,92,Action,432,6.1,2010,52000000,52615806
11439,tt1139328,1.107358,45000000,60222298,The Ghost Writer,Ewan McGregor|Pierce Brosnan|Jon Bernthal|Kim Cattrall|Tom Wilkinson,Roman Polanski,128,Thriller,357,6.5,2010,45000000,60222298
43923,tt0804497,1.084894,8000000,6491240,It's Kind of a Funny Story,Keir Gilchrist|Emma Roberts|Zach Galifianakis|Viola Davis|Zo? Kravitz,Anna Boden|Ryan Fleck,101,Comedy,364,6.9,2010,8000000,6491240
43539,tt1458175,1.078211,30000000,51148651,The Next Three Days,Russell Crowe|Elizabeth Banks|Brian Dennehy|RZA|Moran Atias,Paul Haggis,133,Romance,570,6.8,2010,30000000,51148651
23437,tt1179056,1.074308,35000000,115664037,A Nightmare on Elm Street,Jackie Earle Haley|Katie Cassidy|Kyle Gallner|Kellan Lutz|Thomas Dekker,Samuel Bayer,95,Horror,423,5.5,2010,35000000,115664037
34813,tt0480255,1.065023,25000000,23580000,The Losers,Jeffrey Dean Morgan|Zoe Saldana|Chris Evans|Idris Elba|Columbus Short,Sylvain White,97,Action,298,6.2,2010,25000000,23580000
45317,tt0964517,1.054685,25000000,9190869,The Fighter,Mark Wahlberg|Christian Bale|Amy Adams|Melissa Leo|Mickey O'Keefe,David O. Russell,116,Drama,965,7.1,2010,25000000,9190869
32823,tt1226229,1.047978,40000000,90029656,Get Him to the Greek,Jonah Hill|Russell Brand|Rose Byrne|Colm Meaney|Sean Combs,Nicholas Stoller,109,Comedy,359,5.9,2010,40000000,90029656
20533,tt1075747,1.023117,47000000,10539000,Jonah Hex,Josh Brolin|John Malkovich|Megan Fox|Michael Fassbender|Will Arnett,Jimmy Hayward,80,Action,252,4.4,2010,47000000,10539000
40264,tt1666186,1.004446,20000000,80547866,Vampires Suck,Chris Riggi|Matt Lanter|Jenn Proske|Ken Jeong|Bradley Dodds,Jason Friedberg|Aaron Seltzer,82,Horror,177,4.3,2010,20000000,80547866
44639,tt1645089,1.003782,2000000,7871522,Inside Job,Matt Damon|William Ackman|Barack Obama|George W. Bush|Jonathan Alpert,Charles Ferguson,109,Documentary,171,7.6,2010,2000000,7871522
37821,tt1103153,0.997641,75000000,98159963,Killers,Katherine Heigl|Ashton Kutcher|Tom Selleck|Catherine O'Hara|Alex Borstein,Robert Luketic,100,Action,530,5.7,2010,75000000,98159963
22894,tt1038686,0.992107,26000000,67918658,Legion,Paul Bettany|Dennis Quaid|Kevin Durand|Kate Walsh|Doug Jones,Scott Stewart,100,Horror,376,5,2010,26000000,67918658
37786,tt1261945,0.984762,100000000,288347692,Sex and the City 2,Sarah Jessica Parker|Kristin Davis|Cynthia Nixon|Kim Cattrall|Chris Noth,Michael Patrick King,146,Comedy,275,5.5,2010,100000000,288347692
38303,tt1414382,0.982925,20000000,32005248,You Again,Kristen Bell|Sigourney Weaver|Betty White|Kristin Chenoweth|Odette Annable,Andy Fickman,105,Comedy,213,6,2010,20000000,32005248
35019,tt1415283,0.981468,35000000,93246388,Nanny McPhee and the Big Bang,Emma Thompson|Ralph Fiennes|Maggie Gyllenhaal|Maggie Smith|Rhys Ifans,Susanna White,109,Fantasy,228,6,2010,35000000,93246388
23048,tt1231587,0.944055,36000000,64572262,Hot Tub Time Machine,John Cusack|Lizzy Caplan|Rob Corddry|Craig Robinson|Clark Duke,Steve Pink,101,Science Fiction,550,5.9,2010,36000000,64572262
41402,tt1228987,0.919635,20000000,24145613,Let Me In,Kodi Smit-McPhee|Chlo? Grace Moretz|Richard Jenkins|Elias Koteas|Sasha Barrese,Matt Reeves,116,Drama,353,6.6,2010,20000000,24145613
43949,tt0817177,0.918093,14000000,1755212,Flipped,Madeline Carroll|Callan McAuliffe|Anthony Edwards|Aidan Quinn|Rebecca De Mornay,Rob Reiner,90,Comedy,259,7.2,2010,14000000,1755212
41216,tt1219342,0.914278,80000000,140073390,Legend of the Guardians: The Owls of Ga'Hoole,Emily Barclay|Abbie Cornish|Essie Davis|Joel Edgerton|Deborra-Lee Furness,Zack Snyder,97,Animation,471,6.5,2010,80000000,140073390
22907,tt1135084,0.912689,32000000,69055695,Takers,Chris Brown|Hayden Christensen|Matt Dillon|Michael Ealy|Idris Elba,John Luessenhop,107,Action,248,6.1,2010,32000000,69055695
42297,tt1126591,0.912122,55000000,89519773,Burlesque,Cher|Christina Aguilera|Eric Dane|Cam Gigandet|Julianne Hough,Steve Antin,119,Drama,341,6.8,2010,55000000,89519773
44129,tt1172991,0.892356,15000000,4882577,The Company Men,Ben Affleck|Tommy Lee Jones|Chris Cooper|Kevin Costner|Maria Bello,John Wells,104,Drama,133,6.4,2010,15000000,4882577
38073,tt1322312,0.878529,32000000,42045846,Going the Distance,Drew Barrymore|Justin Long|Christina Applegate|Ron Livingston|Charlie Day,Nanette Burstein,102,Comedy,172,6,2010,32000000,42045846
41283,tt1433108,0.878074,24000000,23081726,Faster,Dwayne Johnson|Billy Bob Thornton|Maggie Grace|Carla Gugino|Tom Berenger,"George Tillman, Jr.",98,Crime,360,6.2,2010,24000000,23081726
41436,tt1536044,0.875432,3000000,177512032,Paranormal Activity 2,Katie Featherston|David Bierend|Brian Boland|Molly Ephraim|Seth Ginsberg,Tod Williams,91,Horror,421,5.7,2010,3000000,177512032
42188,tt1334260,0.856916,15000000,9455232,Never Let Me Go,Carey Mulligan|Andrew Garfield|Keira Knightley|Domhnall Gleeson|Andrea Riseborough,Mark Romanek,104,Drama,414,6.7,2010,15000000,9455232
27579,tt1440728,0.856222,20000000,65464324,The American,George Clooney|Violante Placido|Thekla Reuten|Paolo Bonacelli|Johan Leysen,Anton Corbijn,104,Crime,290,5.6,2010,20000000,65464324
23742,tt1385867,0.839107,30000000,55583804,Cop Out,Bruce Willis|Tracy Morgan|Juan Carlos Hern?ndez|Seann William Scott|Michelle Trachtenberg,Kevin Smith,107,Action,310,5.5,2010,30000000,55583804
43933,tt1470827,0.827664,500000,4242978,Monsters,Whitney Able|Scoot McNairy|Annalee Jefferies|Kevon Kane|Fernando Lara,Gareth Edwards,94,Drama,328,6.3,2010,500000,4242978
38408,tt1055292,0.82289,38000000,105610124,Life as We Know It,Katherine Heigl|Josh Duhamel|Christina Hendricks|Josh Lucas|Jean Smart,Greg Berlanti,115,Comedy,516,6.5,2010,38000000,105610124
23759,tt1020558,0.804348,12000000,6814789,Centurion,Michael Fassbender|Olga Kurylenko|David Morrissey|Liam Cunningham|Dominic West,Neil Marshall,97,Drama,198,5.7,2010,12000000,6814789
55347,tt1532503,0.802711,3200000,5332926,Beginners,Ewan McGregor|Christopher Plummer|M?lanie Laurent|Goran Visnjic|Kai Lennox,Mike Mills,105,Drama,204,6.8,2010,3200000,5332926
41505,tt1179069,0.794885,22000000,851517,Shelter,Julianne Moore|Jonathan Rhys Meyers|Jeffrey DeMunn|Frances Conroy|Nate Corddry,Bj?rn Stein|M?ns M?rlind,112,Horror,112,5.5,2010,22000000,851517
44113,tt1423995,0.791799,22000000,9479718,Stone,Frances Conroy|Robert De Niro|Edward Norton|Milla Jovovich,John Curran,105,Drama,97,4.9,2010,22000000,9479718
33217,tt1196141,0.789582,15000000,75700498,Diary of a Wimpy Kid,Zachary Gordon|Robert Capron|Chlo? Grace Moretz|Steve Zahn|Rachael Harris,Thor Freudenthal,94,Comedy,190,5.8,2010,15000000,75700498
43947,tt1242432,0.788144,2000000,572809,I Spit on Your Grave,Sarah Butler|Daniel Franzese|Chad Lindberg|Jeff Branson|Rodney Eastman,Steven R. Monroe,108,Thriller,269,6.2,2010,2000000,572809
43593,tt0464154,0.78688,24000000,83188165,Piranha 3D,Elisabeth Shue|Adam Scott|Jerry O'Connell|Steven R. McQueen|Jessica Szohr,Alexandre Aja,88,Comedy,306,5.2,2010,24000000,83188165
